OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,Address,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,ListOfAllPropertyUseTypes,LargestPropertyUseType,ENERGYSTARScore,SiteEUIWN(kBtu/sf),TotalGHGEmissions
26002,2016,NonResidential,Worship Facility,7100 42ND AVENUE SOUTH,SOUTHEAST,47.53857,-122.28026,1968,1.0,1,"Parking, Worship Facility",Worship Facility,73.0,37.20000076,22.38
26017,2016,NonResidential,Residence Hall,1911 Aurora Ave N,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,1981,1.0,4,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,75.0,83.5,49.79
26040,2016,NonResidential,Self-Storage Facility,2850 SW Yancy Street,DELRIDGE,47.56785,-122.37039,1994,1.0,3,Self-Storage Facility,Self-Storage Facility,75.0,11.10000038,18.81
26233,2016,NonResidential,Other,130 S Dakota,GREATER DUWAMISH,47.56774,-122.33289,1950,1.0,1,"Office, Other",Other,75.0,108.0,58.79
26098,2016,NonResidential,K-12 School,421 N. 117th,NORTHWEST,47.71387,-122.3535,1938,1.0,2,K-12 School,K-12 School,62.0,88.80000305,55.06
26115,2016,NonResidential,Mixed Use Property,500 E Pike St,EAST,47.61426,-122.3253,1924,1.0,2,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,75.0,117.1999969,91.69
26119,2016,NonResidential,Retail Store,517 E Pike St   Upper Level,EAST,47.61386,-122.32481,1910,0.0,2,"Medical Office, Office, Retail Store",Retail Store,75.0,40.20000076,28.07
26125,2016,NonResidential,K-12 School,1415 Summit Avenue,EAST,47.61339,-122.32594,1904,1.0,3,K-12 School,K-12 School,52.0,80.5,121.63
26126,2016,NonResidential,Other,420 E PIKE ST,EAST,47.61449,-122.32592,1954,1.0,2,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,75.0,15.80000019,17.31
26139,2016,NonResidential,Other,1515 Dexter Ave. N.,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,1980,1.0,3,"Bank Branch, Parking",Bank Branch,61.0,58.79999924,10.04
26146,2016,NonResidential,Small- and Mid-Sized Office,1725 Westlake Ave. N,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,1920,1.0,3,"Office, Parking",Office,89.0,56.0,34.03
26150,2016,SPS-District K-12,K-12 School,3800 S.W. Findlay,SOUTHWEST,47.55257,-122.38019,1964,1.0,2,K-12 School,K-12 School,82.0,50.09999847,47.18
26154,2016,NonResidential,Small- and Mid-Sized Office,2400 8th Ave W,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,1960,1.0,2,Office,Office,92.0,41.29999924,38.59
26157,2016,NonResidential,Senior Care Community,7500 Seward Park Ave S,SOUTHEAST,47.53515,-122.26556,1967,1.0,1,Senior Care Community,Senior Care Community,76.0,144.1999969,717.93
26183,2016,NonResidential,Small- and Mid-Sized Office,1265 Republican St.,LAKE UNION,47.62298,-122.33082,1912,1.0,2,"Office, Other - Restaurant/Bar",Office,73.0,56.79999924,35.99
26218,2016,NonResidential,Hotel,13700 Aurora Ave. N.,NORTHWEST,47.729,-122.34473,1990,1.0,4,Hotel,Hotel,73.0,47.29999924,58.52
26235,2016,NonResidential,Warehouse,101 S. Dakota,GREATER DUWAMISH,47.56683,-122.33358,1941,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,53.0,34.40000153,22.33
26236,2016,NonResidential,Other,4130 1st Ave South,GREATER DUWAMISH,47.5661,-122.33358,1946,1.0,2,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,75.0,58.90000153,39.65
26237,2016,NonResidential,Mixed Use Property,4150 1st Avenue South,GREATER DUWAMISH,47.56555,-122.33362,1947,1.0,1,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,75.0,68.0,46.01
26254,2016,NonResidential,Small- and Mid-Sized Office,610 E Pine Street,EAST,47.61545,-122.3238,1922,1.0,3,"Office, Retail Store",Office,84.0,49.40000153,12.57
26289,2016,NonResidential,Senior Care Community,4700 Phinney Avenue North,NORTHWEST,47.66312,-122.35311,1961,1.0,2,Senior Care Community,Senior Care Community,98.0,114.5,203.21
26319,2016,SPS-District K-12,K-12 School,3701 S. Kenyon St.,GREATER DUWAMISH,47.53074,-122.28491,1971,1.0,2,K-12 School,K-12 School,75.0,47.40000153,60.2
26324,2016,NonResidential,Senior Care Community,3540 NE 110th St,NORTH,47.70883,-122.28887,1954,1.0,1,Senior Care Community,Senior Care Community,95.0,94.0,70.92
26331,2016,NonResidential,Small- and Mid-Sized Office,1501 N. 45th ST.,LAKE UNION,47.66117,-122.3391,1997,0.0,3,"Food Service, Library, Office, Parking",Office,35.0,72.80000305,16.07
26348,2016,NonResidential,Small- and Mid-Sized Office,1914 N 34th Street,LAKE UNION,47.6483,-122.33438,1981,1.0,3,"Office, Parking",Office,92.0,29.5,5.02
26359,2016,NonResidential,Warehouse,10750 Aurora Ave N,NORTHWEST,47.70833,-122.34429,1972,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,69.0,9.100000381,1.59
26379,2016,NonResidential,Hotel,6100 Corson Ave South,GREATER DUWAMISH,47.54774,-122.32091,1992,1.0,3,Hotel,Hotel,85.0,56.5,41.88
26392,2016,NonResidential,Other,4500 University Way Ne,NORTHEAST,47.66148,-122.31279,1912,1.0,2,Bank Branch,Bank Branch,22.0,92.90000153,11.02
26393,2016,NonResidential,Retail Store,4518 University Way NE,NORTHEAST,47.66188,-122.31279,1953,1.0,4,"Office, Retail Store",Retail Store,75.0,65.59999847,38.21
26396,2016,NonResidential,Worship Facility,4731 15TH AVE. NE,NORTHEAST,47.6645,-122.31224,1927,1.0,2,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,75.0,36.29999924,87.41
26460,2016,NonResidential,Warehouse,1900 N Northlake Way,LAKE UNION,47.64748,-122.33435,1979,1.0,2,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,38.0,54.79999924,48.13
26465,2016,NonResidential,K-12 School,4811 Wallingford Ave. N.,LAKE UNION,47.66389,-122.33692,1910,1.0,2,K-12 School,K-12 School,92.0,61.90000153,69.2
26473,2016,NonResidential,Supermarket / Grocery Store,1801 North 45th Street,LAKE UNION,47.66185,-122.33594,1957,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,29.0,303.2000122,226.73
26528,2016,NonResidential,Small- and Mid-Sized Office,4701 University Way NE,NORTHEAST,47.66345,-122.3134,1957,1.0,1,"Office, Parking",Office,58.0,56.40000153,7.67
26529,2016,NonResidential,Supermarket / Grocery Store,4732 Brooklyn Ave NE,NORTHEAST,47.66429,-122.31389,1950,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,37.0,301.8999939,156.18
26535,2016,NonResidential,Mixed Use Property,1300 N.E. 45Th Street,NORTHEAST,47.6616,-122.31393,1976,1.0,2,"Bank Branch, Parking",Bank Branch,17.0,63.79999924,8.09
26587,2016,NonResidential,Small- and Mid-Sized Office,1600 Fairview Ave E,LAKE UNION,47.6342,-122.32661,1998,1.0,3,"Laboratory, Office",Office,75.0,221.3999939,43.21
26593,2016,NonResidential,Small- and Mid-Sized Office,108 South Washington St,DOWNTOWN,47.60102,-122.33378,1900,1.0,4,"Office, Other",Office,64.0,43.0,6.14
26594,2016,NonResidential,Other,107 Occidental Ave S,DOWNTOWN,47.60135,-122.33327,1900,1.0,1,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,75.0,41.79999924,9.72
26596,2016,NonResidential,Small- and Mid-Sized Office,164 s washington  st,DOWNTOWN,47.6011,-122.33197,1900,1.0,1,Office,Office,94.0,32.70000076,4.76
26600,2016,NonResidential,Mixed Use Property,319 2nd Avenue South,DOWNTOWN,47.59938,-122.33197,1966,1.0,3,"Office, Other - Entertainment/Public Assembly",Office,75.0,40.90000153,18.62
26601,2016,NonResidential,Small- and Mid-Sized Office,315 2nd Avenue South,DOWNTOWN,47.59954,-122.33201,1900,1.0,3,"Office, Restaurant",Office,75.0,119.4000015,43.91
26602,2016,Nonresidential COS,Small- and Mid-Sized Office,301 2nd Ave S (401 Yesler Way),DOWNTOWN,47.59986,-122.33195,1929,1.0,4,"Office, Other",Office,75.0,101.4000015,185.33
26611,2016,NonResidential,Medical Office,9245 Rainier Ave S,SOUTHEAST,47.5195,-122.26935,2010,1.0,2,Medical Office,Medical Office,8.0,75.59999847,19.81
26657,2016,NonResidential,Worship Facility,1604 NE 50th St,NORTHEAST,47.66517,-122.31037,1927,1.0,3,"Office, Worship Facility",Worship Facility,75.0,34.59999847,37.43
26667,2016,NonResidential,Other,4745 17th Ave. NE,NORTHEAST,47.66453,-122.30999,2004,1.0,2,"Office, Social/Meeting Hall",Social/Meeting Hall,75.0,81.40000153,53.88
26670,2016,NonResidential,Worship Facility,6801 Roosevelt Way NE,NORTHEAST,47.67842,-122.31949,1950,1.0,3,Worship Facility,Worship Facility,83.0,26.39999962,47.03
26681,2016,NonResidential,Small- and Mid-Sized Office,444 NE RAVENNA BLVD,NORTHWEST,47.67819,-122.3231,1965,1.0,4,"Office, Parking",Office,96.0,37.0,28.46
26695,2016,NonResidential,Worship Facility,6900 Woodlawn Ave. NE,NORTHWEST,47.67783,-122.32577,1978,1.0,2,Worship Facility,Worship Facility,60.0,23.79999924,14.79
26705,2016,NonResidential,Small- and Mid-Sized Office,416 Occidental Ave S,DOWNTOWN,47.59856,-122.33248,1930,1.0,2,"Distribution Center, Office",Office,90.0,16.39999962,3.78
26706,2016,NonResidential,Small- and Mid-Sized Office,316 2nd Ave S,DOWNTOWN,47.59954,-122.33115,1900,0.0,3,"Office, Other",Office,75.0,79.69999695,60.93
26708,2016,NonResidential,Small- and Mid-Sized Office,307 3rd Ave South,DOWNTOWN,47.59971,-122.33065,1906,1.0,5,Office,Office,95.0,26.29999924,7.69
26710,2016,NonResidential,Small- and Mid-Sized Office,220 Second Avenue South,DOWNTOWN,47.60048,-122.33157,1905,1.0,5,Office,Office,92.0,37.79999924,26.94
26711,2016,NonResidential,Other,318 2nd Ave Extension S,DOWNTOWN,47.60055,-122.33057,1904,1.0,6,Other - Lodging/Residential,Other - Lodging/Residential,75.0,54.5,35.72
26719,2016,NonResidential,Small- and Mid-Sized Office,220 3rd Ave South,DOWNTOWN,47.60026,-122.3299,1905,0.0,2,Office,Office,70.0,41.90000153,7.52
26720,2016,NonResidential,Warehouse,222 2nd Ave  Ext S,DOWNTOWN,47.59986,-122.32987,1906,1.0,4,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18.0,36.0,10.92
26726,2016,NonResidential,Mixed Use Property,501 South Jackson St.,DOWNTOWN,47.599,-122.32717,1900,1.0,3,"Office, Other, Retail Store",Office,75.0,34.09999847,6.84
26728,2016,NonResidential,Hotel,520 S. King St.,DOWNTOWN,47.5985,-122.32677,1925,1.0,4,"Hotel, Retail Store",Hotel,49.0,175.5,173.67
26731,2016,NonResidential,Small- and Mid-Sized Office,624 S. Dearborn Bldg.,DOWNTOWN,47.5962,-122.32548,1970,1.0,2,Office,Office,91.0,33.0,11.18
26759,2016,NonResidential,Warehouse,3801 Latona Av Ne,LAKE UNION,47.65429,-122.32618,1938,1.0,1,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,80.0,19.0,6.76
26761,2016,NonResidential,Small- and Mid-Sized Office,100 NE Northlake Way,LAKE UNION,47.65373,-122.32721,2007,1.0,3,"Office, Parking",Office,23.0,85.59999847,15.25
26773,2016,NonResidential,Worship Facility,3841 NE 123rd Street,NORTH,47.71705,-122.28577,1954,1.0,1,Worship Facility,Worship Facility,90.0,33.79999924,20.96
26808,2016,SPS-District K-12,K-12 School,2400 N. 65th St.,NORTHWEST,47.6763,-122.3285,1970,1.0,1,K-12 School,K-12 School,83.0,49.40000153,72.69
26821,2016,SPS-District K-12,K-12 School,144 NE 54th St,NORTHWEST,47.66828,-122.3266,1925,1.0,3,K-12 School,K-12 School,89.0,30.10000038,30.22
26833,2016,NonResidential,Small- and Mid-Sized Office,601 S. King Street,DOWNTOWN,47.59819,-122.32599,1993,0.0,3,"Office, Restaurant",Office,75.0,70.09999847,32.42
26834,2016,NonResidential,Mixed Use Property,525 MAYNARD AVE S,DOWNTOWN,47.59769,-122.32537,1909,1.0,3,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,75.0,38.40000153,20.78
26838,2016,NonResidential,Hotel,605 S. Main St.,DOWNTOWN,47.59983,-122.32598,1910,1.0,5,Hotel,Hotel,99.0,34.0,53.25
26847,2016,NonResidential,Small- and Mid-Sized Office,622 S Washington St,DOWNTOWN,47.60105,-122.32542,1909,1.0,3,"Multifamily Housing, Office, Other",Office,75.0,45.79999924,10.04
26849,2016,NonResidential,Retail Store,650 S JACKSON STREET,DOWNTOWN,47.59935,-122.32468,1917,1.0,2,"Office, Retail Store",Retail Store,100.0,42.0,6.73
26870,2016,SPS-District K-12,K-12 School,4057 5th Ave. N.E.,LAKE UNION,47.65753,-122.32405,2000,1.0,2,K-12 School,K-12 School,80.0,41.79999924,47.78
26883,2016,NonResidential,Other,153 14th Avenue,CENTRAL,47.60285,-122.31458,1908,1.0,3,"Office, Social/Meeting Hall",Social/Meeting Hall,75.0,47.20000076,34.61
26905,2016,NonResidential,Other,4521 17th Ave NE,NORTHEAST,47.66192,-122.30998,1924,1.0,3,Other - Lodging/Residential,Other - Lodging/Residential,75.0,63.90000153,42.71
26906,2016,NonResidential,Residence Hall,4503 17th Ave NE,NORTHEAST,47.6617,-122.31007,1929,1.0,3,Residence Hall/Dormitory,Residence Hall/Dormitory,82.0,29.5,4.45
26909,2016,NonResidential,Residence Hall,4549 18th Ave. NE,NORTHEAST,47.66289,-122.30863,1926,1.0,3,Residence Hall/Dormitory,Residence Hall/Dormitory,82.0,63.79999924,65.95
26911,2016,NonResidential,Residence Hall,4505 18th Ave NE,NORTHEAST,47.66164,-122.30874,1926,1.0,4,Residence Hall/Dormitory,Residence Hall/Dormitory,55.0,75.0,53.65
26922,2016,NonResidential,Residence Hall,4538 18th AVE NE,NORTHEAST,47.66238,-122.30801,1976,1.0,3,Residence Hall/Dormitory,Residence Hall/Dormitory,78.0,32.09999847,6.96
26924,2016,Nonresidential COS,Mixed Use Property,917 E Yesler Way,EAST,47.60153,-122.31986,2005,0.0,2,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,75.0,112.1999969,81.24
26930,2016,NonResidential,Senior Care Community,1601 E. Yesler Way,CENTRAL,47.60133,-122.31088,1987,1.0,2,Senior Care Community,Senior Care Community,48.0,113.4000015,249.46
26933,2016,Nonresidential COS,Other,104 17th Ave South,CENTRAL,47.60133,-122.31088,1913,1.0,3,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,75.0,93.19999695,104.74
26939,2016,NonResidential,K-12 School,172 20th Ave,CENTRAL,47.6032,-122.30596,1925,1.0,2,K-12 School,K-12 School,40.0,74.5,55.23
26956,2016,NonResidential,University,710 E. Roy St.,EAST,47.62531,-122.32303,1921,1.0,3,College/University,College/University,75.0,105.3000031,96.2
26961,2016,Nonresidential COS,Other,2101 NW 77th St,BALLARD,47.68475,-122.38257,1950,1.0,2,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,75.0,61.09999847,56.25
26973,2016,NonResidential,Mixed Use Property,657 South Weller Street,DOWNTOWN,47.59737,-122.32487,1909,1.0,3,"Multifamily Housing, Office, Restaurant",Office,75.0,90.90000153,9.23
26986,2016,NonResidential,Supermarket / Grocery Store,2320 42nd Ave SW,SOUTHWEST,47.58217,-122.38479,1997,1.0,1,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,75.0,426.6000061,404.21
26994,2016,NonResidential,Mixed Use Property,3130 E Madison St,EAST,47.627,-122.29153,1988,1.0,2,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,75.0,134.6000061,78.36
26997,2016,NonResidential,Mixed Use Property,4555 Roosevelt Way NE,NORTHEAST,47.66272,-122.31798,1999,1.0,2,"Office, Other, Parking, Retail Store",Parking,9.0,172.1000061,39.4
27007,2016,NonResidential,Worship Facility,4501 46th Avenue NE,NORTHEAST,47.66146,-122.2788,1954,1.0,2,Worship Facility,Worship Facility,100.0,5.199999809,0.73
27008,2016,SPS-District K-12,K-12 School,4530 46th Ave. N.E.,NORTHEAST,47.6622,-122.27796,1928,1.0,2,K-12 School,K-12 School,94.0,43.59999847,83.76
27013,2016,NonResidential,Warehouse,525 S Front Street,GREATER DUWAMISH,47.54761,-122.32759,1960,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33.0,37.09999847,29.7
27016,2016,NonResidential,Small- and Mid-Sized Office,6363 7th Ave S.,GREATER DUWAMISH,47.54494,-122.32543,1969,1.0,1,"Non-Refrigerated Warehouse, Office, Parking",Office,66.0,46.40000153,27.06
27020,2016,NonResidential,Residence Hall,1805 NE 47th,NORTHEAST,47.66281,-122.30819,1950,1.0,3,Residence Hall/Dormitory,Residence Hall/Dormitory,66.0,67.0,60.83
27080,2016,NonResidential,Worship Facility,1801 24th Avenue South,SOUTHEAST,47.58671,-122.30201,1963,1.0,2,"Parking, Worship Facility",Worship Facility,98.0,23.70000076,19.28
27117,2016,NonResidential,Warehouse,6540 5TH PL S,GREATER DUWAMISH,47.54443,-122.32688,1976,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,43.0,31.20000076,19.14
27122,2016,NonResidential,Warehouse,6535 5th Place South,GREATER DUWAMISH,47.54491,-122.32758,1951,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52.0,51.29999924,46.61
27131,2016,NonResidential,Distribution Center,6720 E Marginal Way S,GREATER DUWAMISH,47.54333,-122.32792,1974,1.0,1,Distribution Center,Distribution Center,82.0,25.5,20.46
27141,2016,NonResidential,Warehouse,800 S Weller St,DOWNTOWN,47.59775,-122.32219,1992,1.0,3,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,14.0,49.09999847,11.38
27142,2016,NonResidential,K-12 School,803 Terry,EAST,47.60745,-122.32542,1912,1.0,4,K-12 School,K-12 School,8.0,115.0,38.36
27145,2016,NonResidential,Large Office,719 2nd Ave,DOWNTOWN,47.60331,-122.33389,2000,1.0,6,"Bank Branch, Office, Parking",Office,82.0,59.09999847,92.52
27162,2016,NonResidential,Supermarket / Grocery Store,4201 SW MORGAN ST,SOUTHWEST,47.54427,-122.38609,1998,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,22.0,283.2999878,206.33
27184,2016,NonResidential,Mixed Use Property,1050 w nickerson/1050 w Ewing st.,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1961,1.0,2,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,75.0,65.90000153,93.55
27205,2016,SPS-District K-12,K-12 School,10525 3rd Ave. N.W.,NORTHWEST,47.70597,-122.36113,1954,1.0,1,K-12 School,K-12 School,93.0,44.40000153,49.55
27231,2016,SPS-District K-12,K-12 School,2511 N.W. 80th St.,BALLARD,47.68644,-122.38905,1932,1.0,2,K-12 School,K-12 School,96.0,39.09999847,61.25
27244,2016,NonResidential,Other,722 E Union St,EAST,47.61314,-122.32262,1912,1.0,3,Other,Other,75.0,24.79999924,19.61
27303,2016,NonResidential,Other,1249 NE 145TH ST,NORTH,47.73368,-122.31366,1948,1.0,2,Other,Other,75.0,125.8000031,41.7
27365,2016,SPS-District K-12,K-12 School,6110 28th Ave. N.W.,BALLARD,47.67363,-122.39152,1989,1.0,2,K-12 School,K-12 School,91.0,27.60000038,11.06
27378,2016,NonResidential,Supermarket / Grocery Store,7300 Roosevelt Way NE,NORTHEAST,47.68217,-122.31675,1997,1.0,1,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,18.0,346.7000122,364.27
27381,2016,NonResidential,Worship Facility,4554 12th Ave NE,NORTHEAST,47.66295,-122.31494,1938,1.0,3,Worship Facility,Worship Facility,75.0,44.5,38.18
27389,2016,NonResidential,Small- and Mid-Sized Office,120 Lakeside,CENTRAL,47.60207,-122.28481,1956,6.0,2,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",Office,75.0,47.5,25.14
27406,2016,NonResidential,Mixed Use Property,340 15th Ave E,EAST,47.62164,-122.31238,1947,1.0,2,"Office, Other - Entertainment/Public Assembly, Other - Public Services, Restaurant, Urgent Care/Clinic/Other Outpatient",Other - Entertainment/Public Assembly,75.0,74.30000305,51.89
27455,2016,Nonresidential COS,Distribution Center,1529 Fourth Ave W,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,1921,1.0,3,Distribution Center,Distribution Center,75.0,20.5,2.94
27456,2016,NonResidential,Other,1503 3RD AVE W,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,1956,1.0,2,Other,Other,75.0,154.8999939,37.97
27482,2016,NonResidential,Warehouse,8000 5th Ave s,GREATER DUWAMISH,47.53104,-122.32784,1977,1.0,1,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,75.0,16.79999924,2.62
27488,2016,NonResidential,Warehouse,7777 7th Ave South,GREATER DUWAMISH,47.53326,-122.32579,1953,1.0,1,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,34.0,26.60000038,29.39
27494,2016,NonResidential,Distribution Center,7700 2nd Ave S,GREATER DUWAMISH,47.53379,-122.33063,1979,1.0,1,"Distribution Center, Office",Distribution Center,75.0,11.0,6.88
27504,2016,NonResidential,Warehouse,7417 4TH AVE S,GREATER DUWAMISH,47.53651,-122.32954,1964,1.0,2,"Non-Refrigerated Warehouse, Office, Parking",Non-Refrigerated Warehouse,75.0,19.5,3.06
27532,2016,NonResidential,Other,621 2nd Ave N,MAGNOLIA / QUEEN ANNE,47.62518,-122.35317,1948,1.0,2,"Office, Other, Parking",Other,75.0,65.80000305,67.15
27553,2016,NonResidential,Warehouse,676 S Industrial Way,GREATER DUWAMISH,47.56626,-122.3244,1972,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,75.0,5.5,0.89
27554,2016,NonResidential,Warehouse,651 S. Industrial Way,GREATER DUWAMISH,47.56501,-122.3248,1974,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,100.0,33.59999847,17.65
27561,2016,NonResidential,Refrigerated Warehouse,601 S NEVADA ST,GREATER DUWAMISH,47.56477,-122.32628,1961,1.0,1,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Refrigerated Warehouse,75.0,34.5,14.19
27562,2016,NonResidential,Warehouse,4329 7th Ave S,GREATER DUWAMISH,47.56448,-122.32484,1974,1.0,1,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,89.0,9.600000381,2.82
27567,2016,NonResidential,Small- and Mid-Sized Office,4010 Stone Way North,LAKE UNION,47.65576,-122.34208,1995,1.0,3,Office,Office,8.0,138.6000061,77.84
27587,2016,NonResidential,Small- and Mid-Sized Office,10303 Meridian Ave N,NORTHWEST,47.70349,-122.33424,1983,1.0,3,"Office, Parking",Office,87.0,33.90000153,4.35
27597,2016,SPS-District K-12,K-12 School,11725 1st Ave. N.E.,NORTHWEST,47.71487,-122.32959,1956,1.0,1,K-12 School,K-12 School,84.0,48.79999924,68.89
27598,2016,NonResidential,Worship Facility,11700 1st Ave. NE,NORTHWEST,47.71479,-122.32824,2002,1.0,1,Worship Facility,Worship Facility,47.0,31.0,21.87
27668,2016,NonResidential,Other,2720 East Madison,CENTRAL,47.62342,-122.29688,1991,1.0,3,Other/Specialty Hospital,Other/Specialty Hospital,75.0,253.8999939,286.33
27673,2016,NonResidential,Hotel,1000 1st Ave.,DOWNTOWN,47.60505,-122.3361,2006,0.0,10,"Hotel, Parking",Hotel,23.0,87.30000305,423.57
27703,2016,NonResidential,Worship Facility,12345 8TH AVE NE,NORTH,47.71856,-122.32084,1961,1.0,2,"Other - Education, Worship Facility",Worship Facility,75.0,25.0,67.33
27704,2016,NonResidential,K-12 School,12351 8th Ave NE,NORTH,47.71923,-122.32171,1988,1.0,2,K-12 School,K-12 School,86.0,52.20000076,62.94
27721,2016,Nonresidential COS,Other,8016 Greenwood Ave N,NORTHWEST,47.6875,-122.35496,2004,1.0,1,"Library, Parking",Library,75.0,90.30000305,26.67
27799,2016,Campus,K-12 School,3400 East Harrison Street,CENTRAL,47.62291,-122.28879,1950,1.0,1,K-12 School,K-12 School,87.0,33.29999924,115.34
27816,2016,NonResidential,Other,1808 18th Ave,CENTRAL,47.61796,-122.30847,1911,1.0,3,Other - Lodging/Residential,Other - Lodging/Residential,75.0,55.79999924,53.02
27821,2016,NonResidential,Supermarket / Grocery Store,11100 Roosevelt Way NE,NORTH,47.70941,-122.31707,1996,1.0,1,Supermarket/Grocery Store,Supermarket/Grocery Store,56.0,254.1999969,338.58
27825,2016,NonResidential,Other,1414 BROADWAY,EAST,47.61340332,-122.3203506,1907,1.0,2,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",75.0,10.30000019,4.8
27828,2016,NonResidential,Mixed Use Property,905 E Pike St,EAST,47.6139,-122.32034,1912,1.0,3,"Office, Other, Retail Store",Office,75.0,39.70000076,9.09
27830,2016,NonResidential,Small- and Mid-Sized Office,1221 E Pike St.,EAST,47.61393,-122.31589,1920,1.0,3,Office,Office,65.0,123.9000015,128.07
27833,2016,NonResidential,Other,1600 East Olive St,EAST,47.61674,-122.31111,1975,5.0,2,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,75.0,91.69999695,28.79
27838,2016,NonResidential,Mixed Use Property,1600 E. Madison St.,EAST,47.61554,-122.31098,1998,1.0,5,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,93.0,95.69999695,83.65
27869,2016,NonResidential,Warehouse,1520 13th Ave,EAST,47.61481,-122.31536,1920,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99.0,3.5,0.87
27874,2016,NonResidential,Warehouse,1515 13th Ave,EAST,47.61469,-122.31596,1958,1.0,2,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,66.0,9.800000191,4.15
27882,2016,NonResidential,Small- and Mid-Sized Office,900 E Pine St,EAST,47.61556,-122.32048,1925,1.0,2,"Office, Retail Store",Office,97.0,37.0,7.31
27891,2016,NonResidential,Other,4724 Roosevelt Way NE,NORTHEAST,47.66386,-122.31715,1924,1.0,2,"Other - Services, Retail Store",Other - Services,75.0,38.40000153,11.32
27892,2016,Nonresidential COS,Other,1020 NE 50th Ave,NORTHEAST,47.66506,-122.31656,1929,1.0,3,Other,Other,75.0,99.69999695,63.22
27901,2016,Campus,K-12 School,408 Lake Washington Blvd E,CENTRAL,47.62291,-122.28879,2000,1.0,2,K-12 School,K-12 School,69.0,59.70000076,55.73
27903,2016,NonResidential,Retail Store,900 S JACKSON ST,DOWNTOWN,47.59951,-122.32033,2000,1.0,3,Retail Store,Retail Store,67.0,68.59999847,39.31
27922,2016,NonResidential,K-12 School,1511 E. Pike Street,CENTRAL,47.61395,-122.31253,1951,1.0,2,"K-12 School, Office, Social/Meeting Hall, Worship Facility",K-12 School,75.0,29.29999924,51.14
27928,2016,NonResidential,Small- and Mid-Sized Office,1601 16th Ave,EAST,47.61546,-122.31195,1958,1.0,3,Office,Office,73.0,69.90000153,54.02
